date,product_id,product_name,category,units_sold,current_stock,price,supplier,warehouse_location,lead_time_days,revenue
2023-05-16,P003,Bluetooth Speaker,Electronics,6,216,205,GadgetPro,Nagoya,11,1230
2023-05-17,P003,Bluetooth Speaker,Electronics,11,215,205,ElectroHub,Osaka,6,2255
2023-05-18,P003,Bluetooth Speaker,Electronics,13,206,205,GadgetPro,Nagoya,5,2665
2023-05-19,P003,Bluetooth Speaker,Electronics,8,206,205,GadgetPro,Nagoya,7,1640
2023-05-20,P003,Bluetooth Speaker,Electronics,14,209,205,GadgetPro,Tokyo,11,2870
2023-05-21,P003,Bluetooth Speaker,Electronics,7,205,205,TechSupply Ltd,Osaka,3,1435
2023-05-22,P003,Bluetooth Speaker,Electronics,8,211,205,GadgetPro,Osaka,4,1640
2023-05-23,P003,Bluetooth Speaker,Electronics,7,221,205,GadgetPro,Nagoya,7,1435
2023-05-24,P003,Bluetooth Speaker,Electronics,5,224,205,GadgetPro,Nagoya,9,1025
2023-05-25,P003,Bluetooth Speaker,Electronics,5,236,205,TechSupply Ltd,Nagoya,9,1025
2023-05-26,P003,Bluetooth Speaker,Electronics,10,232,205,GadgetPro,Tokyo,7,2050
2023-05-27,P003,Bluetooth Speaker,Electronics,9,228,205,ElectroHub,Osaka,4,1845
2023-05-28,P003,Bluetooth Speaker,Electronics,13,218,205,GadgetPro,Osaka,11,2665
2023-05-29,P003,Bluetooth Speaker,Electronics,7,221,205,GadgetPro,Osaka,9,1435
2023-05-30,P003,Bluetooth Speaker,Electronics,15,223,205,GadgetPro,Osaka,12,3075
2023-05-31,P003,Bluetooth Speaker,Electronics,6,218,205,ElectroHub,Osaka,6,1230
2023-06-01,P003,Bluetooth Speaker,Electronics,9,218,205,GadgetPro,Tokyo,8,1845
2023-06-02,P003,Bluetooth Speaker,Electronics,8,217,205,TechSupply Ltd,Osaka,11,1640
2023-06-03,P003,Bluetooth Speaker,Electronics,12,216,205,TechSupply Ltd,Tokyo,2,2460
2023-06-04,P003,Bluetooth Speaker,Electronics,9,219,205,GadgetPro,Nagoya,3,1845
2023-06-05,P003,Bluetooth Speaker,Electronics,7,229,205,ElectroHub,Nagoya,12,1435
2023-06-06,P003,Bluetooth Speaker,Electronics,9,227,205,GadgetPro,Nagoya,8,1845
2023-06-07,P003,Bluetooth Speaker,Electronics,9,232,205,GadgetPro,Nagoya,7,1845
2023-06-08,P003,Bluetooth Speaker,Electronics,7,233,205,GadgetPro,Tokyo,13,1435
2023-06-09,P003,Bluetooth Speaker,Electronics,9,243,205,GadgetPro,Tokyo,3,1845
2023-06-10,P003,Bluetooth Speaker,Electronics,8,242,205,ElectroHub,Nagoya,6,1640
2023-06-11,P003,Bluetooth Speaker,Electronics,5,246,205,TechSupply Ltd,Osaka,5,1025
2023-06-12,P003,Bluetooth Speaker,Electronics,6,249,205,ElectroHub,Tokyo,4,1230
2023-06-13,P003,Bluetooth Speaker,Electronics,6,243,205,ElectroHub,Osaka,10,1230
2023-06-14,P003,Bluetooth Speaker,Electronics,6,241,205,TechSupply Ltd,Nagoya,8,1230
2023-06-15,P003,Bluetooth Speaker,Electronics,11,243,205,TechSupply Ltd,Osaka,10,2255
2023-06-16,P003,Bluetooth Speaker,Electronics,10,250,205,TechSupply Ltd,Nagoya,2,2050
2023-06-17,P003,Bluetooth Speaker,Electronics,10,253,205,TechSupply Ltd,Tokyo,7,2050
2023-06-18,P003,Bluetooth Speaker,Electronics,8,254,205,TechSupply Ltd,Nagoya,7,1640
2023-06-19,P003,Bluetooth Speaker,Electronics,6,256,205,ElectroHub,Nagoya,3,1230
2023-06-20,P003,Bluetooth Speaker,Electronics,9,255,205,TechSupply Ltd,Nagoya,5,1845
2023-06-21,P003,Bluetooth Speaker,Electronics,12,254,205,TechSupply Ltd,Tokyo,11,2460
2023-06-22,P003,Bluetooth Speaker,Electronics,12,243,205,ElectroHub,Osaka,5,2460
2023-06-23,P003,Bluetooth Speaker,Electronics,11,232,205,TechSupply Ltd,Tokyo,4,2255
2023-06-24,P003,Bluetooth Speaker,Electronics,11,235,205,ElectroHub,Nagoya,9,2255
2023-06-25,P003,Bluetooth Speaker,Electronics,11,243,205,TechSupply Ltd,Tokyo,2,2255
2023-06-26,P003,Bluetooth Speaker,Electronics,9,239,205,TechSupply Ltd,Tokyo,2,1845
2023-06-27,P003,Bluetooth Speaker,Electronics,5,238,205,GadgetPro,Nagoya,10,1025
2023-06-28,P003,Bluetooth Speaker,Electronics,13,244,205,TechSupply Ltd,Nagoya,13,2665
2023-06-29,P003,Bluetooth Speaker,Electronics,10,235,205,GadgetPro,Tokyo,6,2050
2023-06-30,P003,Bluetooth Speaker,Electronics,12,236,205,TechSupply Ltd,Nagoya,3,2460
2023-07-01,P003,Bluetooth Speaker,Electronics,5,247,205,ElectroHub,Tokyo,3,1025
2023-07-02,P003,Bluetooth Speaker,Electronics,10,252,205,GadgetPro,Tokyo,11,2050
2023-07-03,P003,Bluetooth Speaker,Electronics,8,244,205,TechSupply Ltd,Tokyo,9,1640
2023-07-04,P003,Bluetooth Speaker,Electronics,9,238,205,TechSupply Ltd,Nagoya,12,1845
2023-07-05,P003,Bluetooth Speaker,Electronics,11,245,205,GadgetPro,Osaka,11,2255
2023-07-06,P003,Bluetooth Speaker,Electronics,6,257,205,GadgetPro,Osaka,13,1230
2023-07-07,P003,Bluetooth Speaker,Electronics,4,253,205,TechSupply Ltd,Tokyo,4,820
2023-07-08,P003,Bluetooth Speaker,Electronics,8,256,205,ElectroHub,Osaka,5,1640
2023-07-09,P003,Bluetooth Speaker,Electronics,9,249,205,TechSupply Ltd,Nagoya,11,1845
2023-07-10,P003,Bluetooth Speaker,Electronics,7,255,205,TechSupply Ltd,Nagoya,3,1435
2023-07-11,P003,Bluetooth Speaker,Electronics,7,266,205,TechSupply Ltd,Osaka,7,1435
2023-07-12,P003,Bluetooth Speaker,Electronics,9,274,205,TechSupply Ltd,Tokyo,11,1845
2023-07-13,P003,Bluetooth Speaker,Electronics,7,275,205,ElectroHub,Osaka,3,1435
2023-07-14,P003,Bluetooth Speaker,Electronics,7,286,205,GadgetPro,Osaka,7,1435
2023-07-15,P003,Bluetooth Speaker,Electronics,9,278,205,ElectroHub,Tokyo,6,1845
2023-07-16,P003,Bluetooth Speaker,Electronics,13,267,205,GadgetPro,Tokyo,9,2665
2023-07-17,P003,Bluetooth Speaker,Electronics,6,269,205,ElectroHub,Tokyo,10,1230
2023-07-18,P003,Bluetooth Speaker,Electronics,11,273,205,GadgetPro,Osaka,10,2255
2023-07-19,P003,Bluetooth Speaker,Electronics,8,283,205,GadgetPro,Tokyo,3,1640
2023-07-20,P003,Bluetooth Speaker,Electronics,8,291,205,GadgetPro,Tokyo,3,1640
2023-07-21,P003,Bluetooth Speaker,Electronics,9,292,205,TechSupply Ltd,Nagoya,6,1845
2023-07-22,P003,Bluetooth Speaker,Electronics,7,291,205,TechSupply Ltd,Nagoya,7,1435
2023-07-23,P003,Bluetooth Speaker,Electronics,9,285,205,TechSupply Ltd,Tokyo,4,1845
2023-07-24,P003,Bluetooth Speaker,Electronics,8,285,205,ElectroHub,Tokyo,12,1640
2023-07-25,P003,Bluetooth Speaker,Electronics,7,291,205,ElectroHub,Nagoya,6,1435
2023-07-26,P003,Bluetooth Speaker,Electronics,10,286,205,ElectroHub,Tokyo,6,2050
2023-07-27,P003,Bluetooth Speaker,Electronics,12,289,205,GadgetPro,Osaka,8,2460
2023-07-28,P003,Bluetooth Speaker,Electronics,5,298,205,TechSupply Ltd,Nagoya,10,1025
2023-07-29,P003,Bluetooth Speaker,Electronics,4,309,205,TechSupply Ltd,Osaka,13,820
2023-07-30,P003,Bluetooth Speaker,Electronics,16,298,205,GadgetPro,Osaka,12,3280
2023-07-31,P003,Bluetooth Speaker,Electronics,10,298,205,ElectroHub,Nagoya,9,2050
2023-08-01,P003,Bluetooth Speaker,Electronics,13,302,205,ElectroHub,Tokyo,12,2665
2023-08-02,P003,Bluetooth Speaker,Electronics,7,304,205,TechSupply Ltd,Osaka,13,1435
2023-08-03,P003,Bluetooth Speaker,Electronics,10,311,205,GadgetPro,Tokyo,12,2050
2023-08-04,P003,Bluetooth Speaker,Electronics,8,322,205,ElectroHub,Osaka,13,1640
2023-08-05,P003,Bluetooth Speaker,Electronics,17,324,205,ElectroHub,Tokyo,11,3485
2023-08-06,P003,Bluetooth Speaker,Electronics,13,329,205,GadgetPro,Tokyo,7,2665
2023-08-07,P003,Bluetooth Speaker,Electronics,7,323,205,GadgetPro,Nagoya,7,1435
2023-08-08,P003,Bluetooth Speaker,Electronics,8,316,205,GadgetPro,Osaka,6,1640
2023-08-09,P003,Bluetooth Speaker,Electronics,6,327,205,ElectroHub,Tokyo,13,1230
2023-08-10,P003,Bluetooth Speaker,Electronics,7,332,205,ElectroHub,Osaka,6,1435
2023-08-11,P003,Bluetooth Speaker,Electronics,10,330,205,ElectroHub,Tokyo,9,2050
2023-08-12,P003,Bluetooth Speaker,Electronics,9,326,205,TechSupply Ltd,Nagoya,12,1845
2023-08-13,P003,Bluetooth Speaker,Electronics,10,319,205,GadgetPro,Tokyo,13,2050
2023-08-14,P003,Bluetooth Speaker,Electronics,7,322,205,GadgetPro,Osaka,12,1435
2023-08-15,P003,Bluetooth Speaker,Electronics,3,338,205,GadgetPro,Tokyo,5,615
2023-08-16,P003,Bluetooth Speaker,Electronics,9,333,205,ElectroHub,Nagoya,4,1845
2023-08-17,P003,Bluetooth Speaker,Electronics,11,340,205,GadgetPro,Tokyo,12,2255
2023-08-18,P003,Bluetooth Speaker,Electronics,4,341,205,ElectroHub,Osaka,8,820
2023-08-19,P003,Bluetooth Speaker,Electronics,9,346,205,GadgetPro,Osaka,6,1845
2023-08-20,P003,Bluetooth Speaker,Electronics,3,361,205,TechSupply Ltd,Tokyo,4,615
2023-08-21,P003,Bluetooth Speaker,Electronics,12,368,205,TechSupply Ltd,Nagoya,6,2460
2023-08-22,P003,Bluetooth Speaker,Electronics,8,364,205,ElectroHub,Tokyo,10,1640
2023-08-23,P003,Bluetooth Speaker,Electronics,8,368,205,ElectroHub,Tokyo,4,1640
2023-08-24,P003,Bluetooth Speaker,Electronics,9,366,205,GadgetPro,Tokyo,13,1845
2023-08-25,P003,Bluetooth Speaker,Electronics,9,366,205,TechSupply Ltd,Tokyo,11,1845
2023-08-26,P003,Bluetooth Speaker,Electronics,12,355,205,ElectroHub,Osaka,4,2460
2023-08-27,P003,Bluetooth Speaker,Electronics,11,357,205,ElectroHub,Nagoya,10,2255
2023-08-28,P003,Bluetooth Speaker,Electronics,6,366,205,GadgetPro,Tokyo,9,1230
2023-08-29,P003,Bluetooth Speaker,Electronics,14,352,205,TechSupply Ltd,Osaka,6,2870
2023-08-30,P003,Bluetooth Speaker,Electronics,7,352,205,TechSupply Ltd,Osaka,9,1435
2023-08-31,P003,Bluetooth Speaker,Electronics,8,350,205,ElectroHub,Nagoya,10,1640
2023-09-01,P003,Bluetooth Speaker,Electronics,8,346,205,GadgetPro,Tokyo,4,1640
2023-09-02,P003,Bluetooth Speaker,Electronics,12,346,205,GadgetPro,Nagoya,9,2460
2023-09-03,P003,Bluetooth Speaker,Electronics,13,342,205,GadgetPro,Tokyo,7,2665
2023-09-04,P003,Bluetooth Speaker,Electronics,9,343,205,ElectroHub,Osaka,11,1845
2023-09-05,P003,Bluetooth Speaker,Electronics,10,338,205,ElectroHub,Tokyo,13,2050
2023-09-06,P003,Bluetooth Speaker,Electronics,7,337,205,ElectroHub,Tokyo,8,1435
2023-09-07,P003,Bluetooth Speaker,Electronics,9,347,205,TechSupply Ltd,Osaka,11,1845
2023-09-08,P003,Bluetooth Speaker,Electronics,7,358,205,ElectroHub,Nagoya,4,1435
2023-09-09,P003,Bluetooth Speaker,Electronics,10,354,205,TechSupply Ltd,Osaka,9,2050
2023-09-10,P003,Bluetooth Speaker,Electronics,11,358,205,TechSupply Ltd,Tokyo,10,2255
2023-09-11,P003,Bluetooth Speaker,Electronics,7,365,205,TechSupply Ltd,Osaka,6,1435
2023-09-12,P003,Bluetooth Speaker,Electronics,9,372,205,GadgetPro,Tokyo,12,1845
2023-09-13,P003,Bluetooth Speaker,Electronics,6,385,205,TechSupply Ltd,Tokyo,5,1230
2023-09-14,P003,Bluetooth Speaker,Electronics,8,389,205,ElectroHub,Tokyo,8,1640
2023-09-15,P003,Bluetooth Speaker,Electronics,12,388,205,GadgetPro,Nagoya,7,2460
2023-09-16,P003,Bluetooth Speaker,Electronics,11,383,205,ElectroHub,Nagoya,2,2255
2023-09-17,P003,Bluetooth Speaker,Electronics,14,374,205,GadgetPro,Tokyo,3,2870
2023-09-18,P003,Bluetooth Speaker,Electronics,11,375,205,ElectroHub,Osaka,13,2255
2023-09-19,P003,Bluetooth Speaker,Electronics,6,381,205,GadgetPro,Tokyo,11,1230
2023-09-20,P003,Bluetooth Speaker,Electronics,6,391,205,TechSupply Ltd,Osaka,5,1230
2023-09-21,P003,Bluetooth Speaker,Electronics,8,384,205,TechSupply Ltd,Tokyo,7,1640
2023-09-22,P003,Bluetooth Speaker,Electronics,14,385,205,ElectroHub,Tokyo,11,2870
2023-09-23,P003,Bluetooth Speaker,Electronics,7,391,205,TechSupply Ltd,Tokyo,4,1435
2023-09-24,P003,Bluetooth Speaker,Electronics,4,402,205,ElectroHub,Tokyo,4,820
2023-09-25,P003,Bluetooth Speaker,Electronics,15,402,205,TechSupply Ltd,Osaka,10,3075
2023-09-26,P003,Bluetooth Speaker,Electronics,8,406,205,TechSupply Ltd,Tokyo,11,1640
2023-09-27,P003,Bluetooth Speaker,Electronics,11,406,205,TechSupply Ltd,Nagoya,5,2255
2023-09-28,P003,Bluetooth Speaker,Electronics,13,393,205,TechSupply Ltd,Tokyo,5,2665
2023-09-29,P003,Bluetooth Speaker,Electronics,10,400,205,TechSupply Ltd,Nagoya,13,2050
2023-09-30,P003,Bluetooth Speaker,Electronics,7,403,205,TechSupply Ltd,Tokyo,7,1435
2023-10-01,P003,Bluetooth Speaker,Electronics,8,411,205,ElectroHub,Nagoya,10,1640
2023-10-02,P003,Bluetooth Speaker,Electronics,7,414,205,GadgetPro,Osaka,6,1435
2023-10-03,P003,Bluetooth Speaker,Electronics,12,407,205,TechSupply Ltd,Nagoya,10,2460
2023-10-04,P003,Bluetooth Speaker,Electronics,10,403,205,TechSupply Ltd,Osaka,5,2050
2023-10-05,P003,Bluetooth Speaker,Electronics,6,407,205,TechSupply Ltd,Nagoya,12,1230
2023-10-06,P003,Bluetooth Speaker,Electronics,6,405,205,TechSupply Ltd,Tokyo,2,1230
2023-10-07,P003,Bluetooth Speaker,Electronics,10,407,205,GadgetPro,Nagoya,7,2050
2023-10-08,P003,Bluetooth Speaker,Electronics,6,412,205,GadgetPro,Tokyo,13,1230
2023-10-09,P003,Bluetooth Speaker,Electronics,14,401,205,ElectroHub,Tokyo,2,2870
2023-10-10,P003,Bluetooth Speaker,Electronics,5,399,205,GadgetPro,Tokyo,12,1025
2023-10-11,P003,Bluetooth Speaker,Electronics,5,398,205,TechSupply Ltd,Osaka,13,1025
2023-10-12,P003,Bluetooth Speaker,Electronics,17,385,205,ElectroHub,Osaka,2,3485
2023-10-13,P003,Bluetooth Speaker,Electronics,12,382,205,GadgetPro,Osaka,2,2460
2023-10-14,P003,Bluetooth Speaker,Electronics,8,389,205,GadgetPro,Osaka,7,1640
2023-10-15,P003,Bluetooth Speaker,Electronics,11,392,205,TechSupply Ltd,Osaka,12,2255
2023-10-16,P003,Bluetooth Speaker,Electronics,7,394,205,TechSupply Ltd,Tokyo,8,1435
2023-10-17,P003,Bluetooth Speaker,Electronics,12,390,205,TechSupply Ltd,Osaka,8,2460
2023-10-18,P003,Bluetooth Speaker,Electronics,8,401,205,TechSupply Ltd,Tokyo,10,1640
2023-10-19,P003,Bluetooth Speaker,Electronics,10,392,205,TechSupply Ltd,Osaka,13,2050
2023-10-20,P003,Bluetooth Speaker,Electronics,6,386,205,GadgetPro,Osaka,9,1230
2023-10-21,P003,Bluetooth Speaker,Electronics,6,386,205,GadgetPro,Nagoya,10,1230
2023-10-22,P003,Bluetooth Speaker,Electronics,8,382,205,GadgetPro,Tokyo,9,1640
2023-10-23,P003,Bluetooth Speaker,Electronics,4,384,205,TechSupply Ltd,Nagoya,11,820
2023-10-24,P003,Bluetooth Speaker,Electronics,5,394,205,GadgetPro,Tokyo,13,1025
2023-10-25,P003,Bluetooth Speaker,Electronics,8,401,205,ElectroHub,Tokyo,4,1640
2023-10-26,P003,Bluetooth Speaker,Electronics,9,395,205,TechSupply Ltd,Nagoya,5,1845
2023-10-27,P003,Bluetooth Speaker,Electronics,11,388,205,TechSupply Ltd,Tokyo,11,2255
2023-10-28,P003,Bluetooth Speaker,Electronics,13,384,205,TechSupply Ltd,Osaka,6,2665
2023-10-29,P003,Bluetooth Speaker,Electronics,11,392,205,TechSupply Ltd,Tokyo,3,2255
2023-10-30,P003,Bluetooth Speaker,Electronics,7,388,205,ElectroHub,Osaka,4,1435
2023-10-31,P003,Bluetooth Speaker,Electronics,10,382,205,GadgetPro,Tokyo,8,2050
2023-11-01,P003,Bluetooth Speaker,Electronics,16,368,205,TechSupply Ltd,Tokyo,10,3280
2023-11-02,P003,Bluetooth Speaker,Electronics,11,363,205,GadgetPro,Nagoya,13,2255
2023-11-03,P003,Bluetooth Speaker,Electronics,11,362,205,ElectroHub,Nagoya,8,2255
2023-11-04,P003,Bluetooth Speaker,Electronics,14,352,205,GadgetPro,Nagoya,12,2870
2023-11-05,P003,Bluetooth Speaker,Electronics,19,336,205,GadgetPro,Osaka,3,3895
2023-11-06,P003,Bluetooth Speaker,Electronics,12,342,205,ElectroHub,Osaka,2,2460
2023-11-07,P003,Bluetooth Speaker,Electronics,19,326,205,TechSupply Ltd,Nagoya,2,3895
2023-11-08,P003,Bluetooth Speaker,Electronics,15,314,205,TechSupply Ltd,Tokyo,4,3075
2023-11-09,P003,Bluetooth Speaker,Electronics,14,310,205,ElectroHub,Tokyo,13,2870
2023-11-10,P003,Bluetooth Speaker,Electronics,11,317,205,TechSupply Ltd,Osaka,5,2255
2023-11-11,P003,Bluetooth Speaker,Electronics,16,309,205,ElectroHub,Osaka,12,3280
2023-11-12,P003,Bluetooth Speaker,Electronics,14,305,205,GadgetPro,Nagoya,6,2870
2023-11-13,P003,Bluetooth Speaker,Electronics,12,307,205,TechSupply Ltd,Tokyo,7,2460
2023-11-14,P003,Bluetooth Speaker,Electronics,20,300,205,GadgetPro,Nagoya,7,4100
2023-11-15,P003,Bluetooth Speaker,Electronics,9,310,205,TechSupply Ltd,Nagoya,9,1845
2023-11-16,P003,Bluetooth Speaker,Electronics,16,313,205,TechSupply Ltd,Tokyo,6,3280
2023-11-17,P003,Bluetooth Speaker,Electronics,7,320,205,TechSupply Ltd,Osaka,7,1435
2023-11-18,P003,Bluetooth Speaker,Electronics,10,324,205,TechSupply Ltd,Tokyo,7,2050
2023-11-19,P003,Bluetooth Speaker,Electronics,11,327,205,GadgetPro,Nagoya,5,2255
2023-11-20,P003,Bluetooth Speaker,Electronics,14,318,205,ElectroHub,Nagoya,8,2870
2023-11-21,P003,Bluetooth Speaker,Electronics,17,308,205,GadgetPro,Tokyo,4,3485
2023-11-22,P003,Bluetooth Speaker,Electronics,14,304,205,ElectroHub,Nagoya,8,2870
2023-11-23,P003,Bluetooth Speaker,Electronics,8,300,205,TechSupply Ltd,Tokyo,4,1640
2023-11-24,P003,Bluetooth Speaker,Electronics,11,303,205,TechSupply Ltd,Nagoya,10,2255
2023-11-25,P003,Bluetooth Speaker,Electronics,14,298,205,GadgetPro,Osaka,6,2870
2023-11-26,P003,Bluetooth Speaker,Electronics,10,306,205,GadgetPro,Nagoya,11,2050
2023-11-27,P003,Bluetooth Speaker,Electronics,14,308,205,ElectroHub,Nagoya,3,2870
2023-11-28,P003,Bluetooth Speaker,Electronics,20,306,205,ElectroHub,Tokyo,12,4100
2023-11-29,P003,Bluetooth Speaker,Electronics,10,308,205,ElectroHub,Osaka,3,2050
2023-11-30,P003,Bluetooth Speaker,Electronics,8,310,205,GadgetPro,Osaka,6,1640
2023-12-01,P003,Bluetooth Speaker,Electronics,9,309,205,TechSupply Ltd,Osaka,2,1845
2023-12-02,P003,Bluetooth Speaker,Electronics,18,297,205,TechSupply Ltd,Tokyo,7,3690
2023-12-03,P003,Bluetooth Speaker,Electronics,13,284,205,GadgetPro,Osaka,11,2665
2023-12-04,P003,Bluetooth Speaker,Electronics,8,282,205,GadgetPro,Tokyo,9,1640
2023-12-05,P003,Bluetooth Speaker,Electronics,15,273,205,ElectroHub,Osaka,2,3075
2023-12-06,P003,Bluetooth Speaker,Electronics,14,268,205,GadgetPro,Tokyo,7,2870
2023-12-07,P003,Bluetooth Speaker,Electronics,12,264,205,ElectroHub,Tokyo,13,2460
2023-12-08,P003,Bluetooth Speaker,Electronics,13,260,205,GadgetPro,Nagoya,2,2665
2023-12-09,P003,Bluetooth Speaker,Electronics,18,243,205,GadgetPro,Tokyo,12,3690
2023-12-10,P003,Bluetooth Speaker,Electronics,9,235,205,TechSupply Ltd,Tokyo,9,1845
2023-12-11,P003,Bluetooth Speaker,Electronics,10,229,205,GadgetPro,Tokyo,13,2050
2023-12-12,P003,Bluetooth Speaker,Electronics,13,232,205,GadgetPro,Tokyo,8,2665
2023-12-13,P003,Bluetooth Speaker,Electronics,17,229,205,TechSupply Ltd,Tokyo,7,3485
2023-12-14,P003,Bluetooth Speaker,Electronics,15,227,205,TechSupply Ltd,Nagoya,13,3075
2023-12-15,P003,Bluetooth Speaker,Electronics,11,217,205,GadgetPro,Tokyo,13,2255
2023-12-16,P003,Bluetooth Speaker,Electronics,14,205,205,ElectroHub,Tokyo,6,2870
2023-12-17,P003,Bluetooth Speaker,Electronics,18,204,205,TechSupply Ltd,Osaka,7,3690
2023-12-18,P003,Bluetooth Speaker,Electronics,14,193,205,ElectroHub,Osaka,5,2870
2023-12-19,P003,Bluetooth Speaker,Electronics,9,186,205,GadgetPro,Nagoya,2,1845
2023-12-20,P003,Bluetooth Speaker,Electronics,8,192,205,ElectroHub,Osaka,11,1640
2023-12-21,P003,Bluetooth Speaker,Electronics,11,194,205,GadgetPro,Osaka,13,2255
2023-12-22,P003,Bluetooth Speaker,Electronics,11,199,205,ElectroHub,Tokyo,6,2255
2023-12-23,P003,Bluetooth Speaker,Electronics,15,190,205,GadgetPro,Tokyo,8,3075
2023-12-24,P003,Bluetooth Speaker,Electronics,14,186,205,TechSupply Ltd,Osaka,8,2870
2023-12-25,P003,Bluetooth Speaker,Electronics,15,176,205,TechSupply Ltd,Tokyo,6,3075
2023-12-26,P003,Bluetooth Speaker,Electronics,13,174,205,ElectroHub,Osaka,2,2665
2023-12-27,P003,Bluetooth Speaker,Electronics,15,178,205,TechSupply Ltd,Nagoya,9,3075
2023-12-28,P003,Bluetooth Speaker,Electronics,12,171,205,GadgetPro,Osaka,11,2460
2023-12-29,P003,Bluetooth Speaker,Electronics,16,174,205,GadgetPro,Tokyo,2,3280
2023-12-30,P003,Bluetooth Speaker,Electronics,11,172,205,TechSupply Ltd,Nagoya,10,2255
2023-12-31,P003,Bluetooth Speaker,Electronics,23,164,205,ElectroHub,Nagoya,11,4715
2024-01-01,P003,Bluetooth Speaker,Electronics,15,167,205,TechSupply Ltd,Osaka,5,3075
2024-01-02,P003,Bluetooth Speaker,Electronics,10,170,205,ElectroHub,Nagoya,8,2050
2024-01-03,P003,Bluetooth Speaker,Electronics,8,165,205,GadgetPro,Nagoya,2,1640
2024-01-04,P003,Bluetooth Speaker,Electronics,14,165,205,TechSupply Ltd,Tokyo,3,2870
2024-01-05,P003,Bluetooth Speaker,Electronics,9,173,205,TechSupply Ltd,Tokyo,6,1845
2024-01-06,P003,Bluetooth Speaker,Electronics,17,169,205,TechSupply Ltd,Tokyo,2,3485
2024-01-07,P003,Bluetooth Speaker,Electronics,6,175,205,ElectroHub,Tokyo,8,1230
2024-01-08,P003,Bluetooth Speaker,Electronics,8,186,205,GadgetPro,Osaka,4,1640
2024-01-09,P003,Bluetooth Speaker,Electronics,8,184,205,GadgetPro,Osaka,8,1640
2024-01-10,P003,Bluetooth Speaker,Electronics,11,180,205,GadgetPro,Tokyo,10,2255
2024-01-11,P003,Bluetooth Speaker,Electronics,16,165,205,ElectroHub,Osaka,9,3280
2024-01-12,P003,Bluetooth Speaker,Electronics,7,160,205,TechSupply Ltd,Osaka,12,1435
2024-01-13,P003,Bluetooth Speaker,Electronics,9,156,205,ElectroHub,Tokyo,11,1845
2024-01-14,P003,Bluetooth Speaker,Electronics,6,157,205,TechSupply Ltd,Tokyo,4,1230
2024-01-15,P003,Bluetooth Speaker,Electronics,8,165,205,TechSupply Ltd,Tokyo,4,1640
2024-01-16,P003,Bluetooth Speaker,Electronics,8,166,205,GadgetPro,Osaka,5,1640
2024-01-17,P003,Bluetooth Speaker,Electronics,12,159,205,ElectroHub,Nagoya,13,2460
2024-01-18,P003,Bluetooth Speaker,Electronics,5,160,205,GadgetPro,Osaka,13,1025
2024-01-19,P003,Bluetooth Speaker,Electronics,8,160,205,ElectroHub,Tokyo,12,1640
2024-01-20,P003,Bluetooth Speaker,Electronics,13,164,205,TechSupply Ltd,Tokyo,13,2665
2024-01-21,P003,Bluetooth Speaker,Electronics,11,158,205,TechSupply Ltd,Nagoya,4,2255
2024-01-22,P003,Bluetooth Speaker,Electronics,11,161,205,GadgetPro,Nagoya,7,2255
2024-01-23,P003,Bluetooth Speaker,Electronics,8,159,205,GadgetPro,Osaka,8,1640
2024-01-24,P003,Bluetooth Speaker,Electronics,8,166,205,TechSupply Ltd,Tokyo,7,1640
2024-01-25,P003,Bluetooth Speaker,Electronics,11,158,205,TechSupply Ltd,Osaka,4,2255
2024-01-26,P003,Bluetooth Speaker,Electronics,7,153,205,ElectroHub,Tokyo,3,1435
2024-01-27,P003,Bluetooth Speaker,Electronics,8,162,205,TechSupply Ltd,Nagoya,11,1640
2024-01-28,P003,Bluetooth Speaker,Electronics,6,167,205,TechSupply Ltd,Osaka,13,1230
2024-01-29,P003,Bluetooth Speaker,Electronics,5,174,205,GadgetPro,Tokyo,12,1025
2024-01-30,P003,Bluetooth Speaker,Electronics,8,175,205,GadgetPro,Tokyo,9,1640
2024-01-31,P003,Bluetooth Speaker,Electronics,10,177,205,TechSupply Ltd,Osaka,5,2050
2024-02-01,P003,Bluetooth Speaker,Electronics,4,190,205,ElectroHub,Osaka,4,820
2024-02-02,P003,Bluetooth Speaker,Electronics,7,186,205,TechSupply Ltd,Nagoya,7,1435
2024-02-03,P003,Bluetooth Speaker,Electronics,11,193,205,GadgetPro,Osaka,12,2255
2024-02-04,P003,Bluetooth Speaker,Electronics,10,195,205,GadgetPro,Osaka,13,2050
2024-02-05,P003,Bluetooth Speaker,Electronics,8,190,205,GadgetPro,Osaka,9,1640
2024-02-06,P003,Bluetooth Speaker,Electronics,11,180,205,ElectroHub,Tokyo,4,2255
2024-02-07,P003,Bluetooth Speaker,Electronics,9,190,205,GadgetPro,Osaka,6,1845
2024-02-08,P003,Bluetooth Speaker,Electronics,13,188,205,TechSupply Ltd,Osaka,13,2665
2024-02-09,P003,Bluetooth Speaker,Electronics,5,189,205,TechSupply Ltd,Nagoya,9,1025
2024-02-10,P003,Bluetooth Speaker,Electronics,17,179,205,ElectroHub,Tokyo,8,3485
2024-02-11,P003,Bluetooth Speaker,Electronics,14,181,205,ElectroHub,Osaka,10,2870
2024-02-12,P003,Bluetooth Speaker,Electronics,11,172,205,ElectroHub,Osaka,5,2255
2024-02-13,P003,Bluetooth Speaker,Electronics,7,176,205,GadgetPro,Tokyo,9,1435
